Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
calliope-puff-sleeve-crop-top,,,,,,,,,S,,,,,"",0.0,shopify,5,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2684.jpg?v=1647527978,2,,,,,,,,,,,,,,,,,,,kg,,550.55,
calliope-puff-sleeve-crop-top,,,,,,,,,M,,,,,"",0.0,shopify,8,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/EE882A1E-C4CA-4A88-A810-D72FCE1EF69E.jpg?v=1647527958,3,,,,,,,,,,,,,,,,,,,kg,,550.55,
calliope-puff-sleeve-crop-top,,,,,,,,,L,,,,,"",0.0,shopify,2,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_4718.jpg?v=1647527958,4,,,,,,,,,,,,,,,,,,,kg,,550.55,
calliope-puff-sleeve-crop-top,,,,,,,,,XL,,,,,"",0.0,shopify,3,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_2570.jpg?v=1626780292,5,,,,,,,,,,,,,,,,,,,kg,,550.55,
calliope-puff-sleeve-crop-top,,,,,,,,,XXL,,,,,"",0.0,shopify,5,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3069.jpg?v=1626780292,6,,,,,,,,,,,,,,,,,,,kg,,550.55,
calliope-puff-sleeve-crop-top,,,,,,,,,XXXL,,,,,"",0.0,shopify,6,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_8199.jpg?v=1626780292,7,,,,,,,,,,,,,,,,,,,kg,,550.55,
calliope-puff-sleeve-crop-top,,,,,,,,,4XL,,,,,,0.0,shopify,10,deny,manual,3290.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3070.jpg?v=1626780292,8,,,,,,,,,,,,,,,,,,,kg,,,
calliope-puff-sleeve-crop-top,,,,,,,,,5XL,,,,,,0.0,shopify,9,deny,manual,3290.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_7850.jpg?v=1626780292,9,,,,,,,,,,,,,,,,,,,kg,,,
calliope-puff-sleeve-crop-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2688.jpg?v=1626780292,10,,,,,,,,,,,,,,,,,,,,,,
calliope-puff-sleeve-crop-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3072.jpg?v=1626780292,11,,,,,,,,,,,,,,,,,,,,,,
calliope-puff-sleeve-crop-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/F3BCEF57-779B-459E-AF76-B994E72FC577.jpg?v=1626780254,12,,,,,,,,,,,,,,,,,,,,,,
laurie-silk-satin-midi-dress,Laurie Silk-Satin Midi Dress,"<p data-mce-fragment=""1"">Be at-home party-ready in our <meta charset=""utf-8"">stunning Laurie silk-satin midi dress. With elegant gold chain straps that perfectly complement the rich Nude Silk Satin body, Laurie makes for one stunning (yet comfortable) number. The thigh-high slit provides just the right amount of oomph.</p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Nude Satin/Silk Fabric</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Gold Chain Straps </span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Cowl Neck Detailing</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Concealed Zipper</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Bias Cut</li>
</ul>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Where to Wear: Slip into this sexy number with nude heels for your next (lockdown-approved) at-home dinner party or with slides for a Zoom date night look that wows. </span></p>",Lea Clothing Co.,,Dress,"after work dress, Bodycon, Bridal Shower, chain-strap, dresses, gold chain straps, Graduation, Hourglass, lea, lea clothin co, lea clothing, midi, Neutral, New Years style, night out, Other, party, party dress, Rectangle, satin dress, silk dress, Sleeveless, Solid",true,Size,XS,,,,,"",0.0,shopify,4,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2465.jpg?v=1609827812,1,,false,,,,,,,,,,,,,,,,,kg,,505.50,active
laurie-silk-satin-midi-dress,,,,,,,,,S,,,,,"",0.0,shopify,6,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2459.jpg?v=1609827812,2,,,,,,,,,,,,,,,,,,,kg,,505.50,
laurie-silk-satin-midi-dress,,,,,,,,,M,,,,,"",0.0,shopify,5,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2789.jpg?v=1609827812,3,,,,,,,,,,,,,,,,,,,kg,,505.50,
laurie-silk-satin-midi-dress,,,,,,,,,L,,,,,"",0.0,shopify,2,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2463.jpg?v=1609827813,4,,,,,,,,,,,,,,,,,,,kg,,505.50,
laurie-silk-satin-midi-dress,,,,,,,,,XL,,,,,"",0.0,shopify,4,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2774_5ead0599-f1e9-4d2d-acd3-25131231ddb4.jpg?v=1609827813,5,,,,,,,,,,,,,,,,,,,kg,,505.50,
laurie-silk-satin-midi-dress,,,,,,,,,XXL,,,,,"",0.0,shopify,3,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2461.jpg?v=1609827813,6,,,,,,,,,,,,,,,,,,,kg,,505.50,
laurie-silk-satin-midi-dress,,,,,,,,,XXXL,,,,,"",0.0,shopify,1,deny,manual,2990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2457.jpg?v=1609827813,7,,,,,,,,,,,,,,,,,,,kg,,505.50,
sandra-chiffon-sleeve-bodysuit,Sandra Chiffon Sleeve Bodysuit,"<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">With printed pleated chiffon statement sleeves and piping detailing throughout the body, our Sandra heavyweight scuba bodysuit is a gift that keeps on giving. Its square neckline and deep U-back is uber flattering, and the ruffle cold-shoulder detailing makes it a breath of fresh air in your collection.</span> P.S. It has buttons to avoid naked bathroom breaks!</p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made from Blush Heavyweight Scuba Fabric with Printed Pleated Chiffon Sleeves</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ruffles and Cold Shoulder Detailing</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Gathered cuff at the wrist</span></li>
</ul>
<p><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Where to Wear: Pair with our <a href=""https://leaclothingco.com/products/demi-black-faux-leather-skirt?_pos=1&amp;_sid=087300f3c&amp;_ss=r"" title=""Demi Faux Leather Skirt - Lea Clothing Co."">Demi Faux Leather Skirt</a> and ankle boots for the perfect first-date look or with our <a href=""https://leaclothingco.com/products/lorie-bootcut-jeans?_pos=1&amp;_sid=5a7db6d13&amp;_ss=r"" target=""_blank"" title=""Lorie Bootcut Jeans - Lea Clothing Co."" rel=""noopener noreferrer"">Lorie Jeans</a> and <meta charset=""utf-8"">nude heels for an easy-breezy brunch statement.</span></p>",Lea Clothing Co.,,Bodysuit,"Abstract, Average, balloon sleeve, Bodycon, bodysuit, Date Night, flared sleeves, Floral, going out top, Hourglass, Inverted Triangle, jeans and a nice top, lea, lea clothin co, lea clothing, Other, Pastel, Pear, Petite, puff sleeves, ruffle sleeves, Sleeves, statement sleeves, tall, tops",true,Size,XS,,,,,"",0.0,shopify,5,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2401.jpg?v=1609826966,1,,false,,,,,,,,,,,,,,,,,kg,,445.50,active
sandra-chiffon-sleeve-bodysuit,,,,,,,,,S,,,,,"",0.0,shopify,4,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2450.jpg?v=1609826966,2,,,,,,,,,,,,,,,,,,,kg,,445.50,
sandra-chiffon-sleeve-bodysuit,,,,,,,,,M,,,,,"",0.0,shopify,4,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2403.jpg?v=1609826966,3,,,,,,,,,,,,,,,,,,,kg,,445.50,
sandra-chiffon-sleeve-bodysuit,,,,,,,,,L,,,,,"",0.0,shopify,1,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2448.jpg?v=1609826966,4,,,,,,,,,,,,,,,,,,,kg,,445.50,
sandra-chiffon-sleeve-bodysuit,,,,,,,,,XL,,,,,"",0.0,shopify,3,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2404.jpg?v=1609826966,5,,,,,,,,,,,,,,,,,,,kg,,445.50,
sandra-chiffon-sleeve-bodysuit,,,,,,,,,XXL,,,,,"",0.0,shopify,1,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2453.jpg?v=1609826966,6,,,,,,,,,,,,,,,,,,,kg,,445.50,
sandra-chiffon-sleeve-bodysuit,,,,,,,,,XXXL,,,,,"",0.0,shopify,1,deny,manual,2290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2398-Copy.jpg?v=1609826966,7,,,,,,,,,,,,,,,,,,,kg,,445.50,
sandra-chiffon-sleeve-bodysuit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2396.jpg?v=1609826966,8,,,,,,,,,,,,,,,,,,,,,,
claudia-terry-joggers,Claudia Terry Joggers,"<span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Our Claudia joggers are made from a soft, textured terry material in a pastel pink that allows for warmth and comfort all winter long. With a flattering rib waistband and cuffs, it makes for the perfect cute-yet-cozy lounge attire!</span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></span>
<ul>
<li><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made from Pastel Pink Textured Terry and Rib</span></li>
<li><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">High Waist</span></li>
<li><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Corset Detailing on Waistband</span></li>
</ul>
<span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><meta charset=""utf-8""> <span data-mce-fragment=""1"">Where to Wear: Pair it with our <a href=""https://leaclothingco.com/products/paulette-crop-sweatshirt?_pos=1&amp;_sid=bc9564e06&amp;_ss=r"" target=""_blank"" title=""Paulette Crop Sweatshirt - Lea Clothing Co."" rel=""noopener noreferrer"">Paulette Crop Sweatshirt</a> and slides for your go-to lounge attire, or with our Lydia bralette, Addison Denim Trucker Jacket, and chunky sneakers for a grocery run.</span><br></span>",Lea Clothing Co.,,Joggers,"Apple, bottoms, co-ord set, elevated basics, High waist, Hourglass, Inverted Triangle, jogger, joggers, lea, lea clothin co, lea clothing, lounge outfit, lounge pants, loungewear, Other, pants, Pastel, Pear, Rectangle, Solid, work from home attire",true,Size,XS,,,,,"",0.0,shopify,6,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3085.jpg?v=1609824481,1,,false,,,,,,,,,,,,,,,,,kg,,495.50,active
claudia-terry-joggers,,,,,,,,,S,,,,,"",0.0,shopify,8,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2740_b5019078-49c3-4d2d-a2e1-dffb4b2e6108.jpg?v=1609824481,2,,,,,,,,,,,,,,,,,,,kg,,495.50,
claudia-terry-joggers,,,,,,,,,M,,,,,"",0.0,shopify,8,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3077.jpg?v=1609824481,3,,,,,,,,,,,,,,,,,,,kg,,495.50,
claudia-terry-joggers,,,,,,,,,L,,,,,"",0.0,shopify,8,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2751_36afcdd7-2690-4e89-8185-dcc1694a3b21.jpg?v=1609824481,4,,,,,,,,,,,,,,,,,,,kg,,495.50,
claudia-terry-joggers,,,,,,,,,XL,,,,,"",0.0,shopify,4,deny,manual,1990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3076.jpg?v=1609824481,5,,,,,,,,,,,,,,,,,,,kg,,495.50,
claudia-terry-joggers,,,,,,,,,XXL,,,,,"",0.0,shopify,3,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,495.50,
claudia-terry-joggers,,,,,,,,,XXXL,,,,,"",0.0,shopify,3,deny,manual,1990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,495.50,
paulette-crop-sweatshirt,Paulette Crop Sweatshirt,"<p><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Our Paulette crop sweatshirt is made from the softest textured terry material in a pastel pink that allows for warmth and comfort all winter long. With flattering rib waist and cuffs, it makes for the perfect cute-yet-cozy WFH attire!</span></p>
<ul>
<li><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made from Pastel Pink Textured Terry and Rib</span></li>
<li>Crop Style</li>
</ul>
<p><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Where to Wear: Pair it with <meta charset=""utf-8"">our <a href=""https://leaclothingco.com/products/claudia-terry-joggers?_pos=1&amp;_sid=c5bdf1390&amp;_ss=r"" target=""_blank"" title=""Claudia Pink Terry Joggers - Lea Clothing Co."" rel=""noopener noreferrer"">Claudia Joggers</a> and slides for the comfiest lounge set or with <meta charset=""utf-8"">our <a href=""https://leaclothingco.com/products/lorie-bootcut-jeans?_pos=1&amp;_sid=5a7db6d13&amp;_ss=r"" target=""_blank"" title=""Lorie Bootcut Jeans - Lea Clothing Co."" rel=""noopener noreferrer"">Lorie Bootcut Jeans</a> and chunky sneakers for the perfect coffee run attire.</span></p>",Lea Clothing Co.,,Sweatshirt,"Average, co-ord set, Crop Sweatshirt, crop top, elevated basics, Hourglass, Inverted Triangle, jackets, lea, lea clothin co, lea clothing, lounge outfit, loungewear, Neutral, Other, Pastel, Pear, Petite, Sleeves, Solid, Sweatshirt, tall, tops, WFH attire, work from home",true,Size,XS,,,,,"",0.0,shopify,5,deny,manual,1690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3078.jpg?v=1609824063,1,,false,,,,,,,,,,,,,,,,,kg,,,active
paulette-crop-sweatshirt,,,,,,,,,S,,,,,"",0.0,shopify,4,deny,manual,1690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2751.jpg?v=1609824063,2,,,,,,,,,,,,,,,,,,,kg,,,
paulette-crop-sweatshirt,,,,,,,,,M,,,,,"",0.0,shopify,8,deny,manual,1690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3080.jpg?v=1609824063,3,,,,,,,,,,,,,,,,,,,kg,,,
paulette-crop-sweatshirt,,,,,,,,,L,,,,,"",0.0,shopify,7,deny,manual,1690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2740.jpg?v=1609824063,4,,,,,,,,,,,,,,,,,,,kg,,,
paulette-crop-sweatshirt,,,,,,,,,XL,,,,,"",0.0,shopify,4,deny,manual,1690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3083.jpg?v=1609824063,5,,,,,,,,,,,,,,,,,,,kg,,,
paulette-crop-sweatshirt,,,,,,,,,XXL,,,,,"",0.0,shopify,2,deny,manual,1690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3074.jpg?v=1609824063,6,,,,,,,,,,,,,,,,,,,kg,,,
paulette-crop-sweatshirt,,,,,,,,,XXXL,,,,,"",0.0,shopify,2,deny,manual,1690.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
demi-black-faux-leather-skirt,Demi Black Faux Leather Skirt,"<p data-mce-fragment=""1"">Demi is the black mini skirt here to address the millions of cries of ""I have nothing to wear!"". It's THE versatile faux-leather, A-line skirt with gorgeous asymmetrical hem detailing that will make you look at all the tops in your wardrobe in a new light. Designed with an overlapping style, this skirt is the perfect fixture in your closet to spice up your old but gold favorites!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Made from Upcycled Faux Leather</span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">A-line</span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Overlapping style</span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Concealed Zip in the Back</span></li>
</ul>
<p><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Where to Wear: Pair it with our <a title=""Eve Tailored Blazer Top - Lea Clothing Co."" href=""https://leaclothingco.com/products/eve-black-tailored-blazer-top?_pos=1&amp;_sid=786e3429b&amp;_ss=r"" target=""_blank"">Eve Tailored Blazer Top</a> and knee-high boots for a killer all-black look that makes a statement, or with our <a title=""Sandra Chiffon-Sleeve Bodysuit - Lea Clothing Co."" href=""https://leaclothingco.com/products/sandra-chiffon-sleeve-bodysuit?_pos=1&amp;_sid=4293ee772&amp;_ss=r"" target=""_blank"">Sandra Chiffon-Sleeve Bodysuit</a> and nude heels for a girl's night out! </span></p>",Lea Clothing Co.,,Skirt,"Apple, Bachelorette, bottoms, Celebrity Style, co-ord set, Concert, Dark Hues, Date Night, faux leather, going out, High waist, Hourglass, lea, lea clothin co, lea clothing, leather skirt, Mini, mini skirt, party, party dress, Rectangle, skirt, Solid",true,Size,XS,,,,,"",0.0,shopify,6,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2892_ddee5a14-79d4-4351-9f4a-0f4fd496f741.jpg?v=1609861781,1,,false,,,,,,,,,,,,,,,,,kg,,415.50,active
demi-black-faux-leather-skirt,,,,,,,,,S,,,,,"",0.0,shopify,4,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_8925_aa43c84a-bb6e-4867-a83d-904636b79e75.jpg?v=1626777176,2,,,,,,,,,,,,,,,,,,,kg,,415.50,
demi-black-faux-leather-skirt,,,,,,,,,M,,,,,"",0.0,shopify,3,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2902.jpg?v=1626777176,3,,,,,,,,,,,,,,,,,,,kg,,415.50,
demi-black-faux-leather-skirt,,,,,,,,,L,,,,,"",0.0,shopify,3,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_8927_3244b495-88a5-40c5-a724-e072cbc0f544.jpg?v=1626777176,4,,,,,,,,,,,,,,,,,,,kg,,415.50,
demi-black-faux-leather-skirt,,,,,,,,,XL,,,,,"",0.0,shopify,0,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2884_32634a42-26bb-4b63-8acd-be3479a050d4.jpg?v=1626777176,5,,,,,,,,,,,,,,,,,,,kg,,415.50,
demi-black-faux-leather-skirt,,,,,,,,,XXL,,,,,"",0.0,shopify,7,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2901.jpg?v=1626777176,6,,,,,,,,,,,,,,,,,,,kg,,415.50,
demi-black-faux-leather-skirt,,,,,,,,,XXXL,,,,,"",0.0,shopify,2,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2873_bbda26ba-a8bd-4534-8f25-43a388a08d77.jpg?v=1626777176,7,,,,,,,,,,,,,,,,,,,kg,,415.50,
demi-black-faux-leather-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A2886.jpg?v=1626777176,8,,,,,,,,,,,,,,,,,,,,,,
ashley-tie-back-top,Ashley Tie Back Top,"<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Our Ashley top is all business in the front and party in the back! This tie-back, soft jersey top comes with an overlapped panel and a cut out that is sure to make heads turn. Ideal for days when you want to let your back to all the talking.</span></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made from Soft Nude Jersey fabric</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Back cut-out with Tie String</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Overlapped panel</span></li>
</ul>
<p><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Where to Wear: Pair with our L<a href=""https://leaclothingco.com/products/lorie-bootcut-jeans?_pos=1&amp;_sid=54a1caabe&amp;_ss=r"" target=""_blank"" title=""Lorie Bootcut Jeans - Lea Clothing Co."" rel=""noopener noreferrer"">orie Bootcut Jeans</a> and your trusty black leather jacket and boots for a bold look or with our <a href=""https://leaclothingco.com/products/demi-black-faux-leather-skirt?_pos=1&amp;_sid=0ca09206f&amp;_ss=r"" title=""Demi Faux Leather Skirt - Lea Clothing Co."">Demi Black Leather Skirt </a>and strappy heels for the perfect date night look!</span></p>",Lea Clothing Co.,,Top,"Apple, backless, Concert, crop top, cut out, Date Night, elevated basics, Hourglass, Inverted Triangle, jeans and a nice top, jersey top, lea, lea clothin co, lea clothing, Neutral, party, Pear, Sleeves, Solid, tops",true,Size,XS,,,,,"",0.0,shopify,5,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3170-Copy.jpg?v=1646044141,1,,false,,,,,,,,,,,,,,,,,kg,,375.50,active
ashley-tie-back-top,,,,,,,,,S,,,,,"",0.0,shopify,6,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3173.jpg?v=1609822917,2,,,,,,,,,,,,,,,,,,,kg,,375.50,
ashley-tie-back-top,,,,,,,,,M,,,,,"",0.0,shopify,0,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3174.jpg?v=1609822917,3,,,,,,,,,,,,,,,,,,,kg,,375.50,
ashley-tie-back-top,,,,,,,,,L,,,,,"",0.0,shopify,7,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3170.jpg?v=1609822917,4,,,,,,,,,,,,,,,,,,,kg,,375.50,
ashley-tie-back-top,,,,,,,,,XL,,,,,"",0.0,shopify,3,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/075A3177.jpg?v=1609822918,5,,,,,,,,,,,,,,,,,,,kg,,375.50,
ashley-tie-back-top,,,,,,,,,XXL,,,,,"",0.0,shopify,2,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,375.50,
ashley-tie-back-top,,,,,,,,,XXXL,,,,,"",0.0,shopify,1,deny,manual,990.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,375.50,
